rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,local_result
5,A little goes a long way!,"This is a really nice moisturizing lotion. It goes on lightly and is readily absorbed into my skin. My skin feels amazingly softer and smoother and allows for a nice base for my makeup to be applied over. You only need a small pea sized amount to cover your entire face and neck. Highly recommend for all skin types, ages and for women as well as men.",[],B07RBSLNFR,B07RBSLNFR,AFSKPY37N3C43SOI5IEXEK5JSIYA,2021-05-16 17:00:30.697,0,False,Moisturizing lotion is very effective.
3,Just ok,"I try to get Keratin treatments every 3 months, but honestly it has been getting costly. So, when I saw this I was excited to try it. I found it difficult to use and almost impossible to get to saturate the back of my hair and straight iron it the way they do in the salon. Front and sides were ok, but I couldn't maneuver the back to get it straight. Then I saw the ingredients after the first time and saw it contained formaldehyde and that was the last time I used the actual treatment. I did, however, use the shampoo and conditioner (and I still am). I wish they sold the S&C separate because I really did like it and I am always in the market for a good hair wash which won't strip my hair between treatments. I will resume my regular treatments at my salon.",[],B07SLFWZKN,B07SLFWZKN,AFSKPY37N3C43SOI5IEXEK5JSIYA,2021-04-29 23:05:01.209,0,False,Expensive items didn't meet hair expectations.
5,Good quality hair brush!,"Really nice small brush. Made well, nice wood made with boar bristle, my son absolutely loves this. It brushes his hair well and keeps him looking his best. This compact size makes it nice to keep in the center console of his car or to take on vacation with him. Highly recommend!",[],B08JTNQFZY,B08JTNQFZY,AFSKPY37N3C43SOI5IEXEK5JSIYA,2021-04-08 17:50:19.785,0,False,Great small brush for kids.
5,Great refreshing skin care routine!,"I had never tried anything for my skin consisting of pomegranate, so I was anxious to try this. It actually is an entire skin care regimine containing a cleanser, a toner, a facial cream, an eye cream and overall moisurizers. I actually was quite surprised how well this worked from start to finish. It was nice having an entire skin care routine in one package (instead of me working with various separate products. Fragrance is light and smells almost apple-like (but very light). I particularly like the cleanser and the toner. It also comes in a beautiful gift box so this would make a wonderful gift for someone. I bought another for my mother-in-law and plan to give it to her when we visit next month. Highly recommend!",[],B08GLG6W8T,B08GLG6W8T,AFSKPY37N3C43SOI5IEXEK5JSIYA,2021-02-14 16:13:56.253,0,False,Pomegranate skin care works wonders.
3,Didn't do much and difficult to place and maintain on your face,"When I saw this, I was thrilled to be able to try it. I have suffered from bags and dark circles under my eyes for years now. I have been 'using' this for almost three weeks and I am not happy with it. First, it's almost impossible for me to keep it in place under my eyes. They come wet out of the packet and I was unsure what side was supposed to be placed on my skin. They do not stay in place and I found them falling off easily. Of course, maybe it was me or my skin, so please don't just rely on my review (read others). I will not be reordering.",[],B08M3C6LVS,B08M3C6LVS,AFSKPY37N3C43SOI5IEXEK5JSIYA,2020-12-07 11:11:00.872,0,False,Eye patches don't work for user.
5,"Quality hair iron, works perfectly to straighten my hair!","This is a great hair straightener. Heats up quickly and evenly, makes it easy to take the curl out of my naturally wavy hair. It fits easily in my hand and maneuvers around the front and back of my head easily. Does not heat up my countertop (keeps the heat on the iron). I love this pink, too, it matches my decor perfectly. I highly recommend this Bellezza styler.",[],B07GHPCT6T,B07GHPCT6T,AFSKPY37N3C43SOI5IEXEK5JSIYA,2020-08-23 19:54:36.613,0,False,Effective hair straightener with features.
5,Great all natural ear swabs!,"I really like these ear swabs. First they come in a large, handy box and are easy to store (will last a long time). Second, they are all organic and good for the environment. Third, they are strong and don't fall apart very easily. I highly recommend these over Q-Tips (which I have used for years).",[],B07KG1TWP5,B07KG1TWP5,AFSKPY37N3C43SOI5IEXEK5JSIYA,2020-08-03 16:49:11.088,0,False,Organic ear swabs are recommended.
5,Wonderful overnight cream!,"To be honest, I rarely have used an overnight cream. Typically, my skin care routine is the same morning and night (wash, apply hyalauronic serum, and some kind of moistutrizer). So, when I saw this Iryasa cream I wanted to try it. Easy to apply, you can immediately feel the moisture starting to work. I do apply this about 30 minutes before I actually go to sleep to allow it time to be absorbed (before putting my face on my pillow) as it is a thicker type of cream and needs time. My skin in the morning feels better than ever. Soft and supple, I definitely feel a difference after using this for over 2 weeks now. I highly recommend this cream for women and men.",[],B07W397QG4,B07W397QG4,AFSKPY37N3C43SOI5IEXEK5JSIYA,2020-06-28 13:53:42.858,1,False,Overnight cream relieves dry skin easily.
5,This really works!,"At first when I saw this, I wasn't sure what this. I looked at the reviews (which were mostly positive) and thought I would give it a try. My skepticism was quickly diminished after trying this for just a few days. I typically shower every morning and I have Vitamin C and Retinol that I apply to my face. So, when I got this I put it in the freezer and followed the instructions. So, instead of just applying the serums to my face, I started using this roller along with the serums. After less than a week I noticed much less puffiness around my eyes (and I am prone to that area to have bags and puffiness). I also noticed my skin looking noticeably better overall. I think applying this roller to my skin allows the pores to absorb the serums faster and deeper. I will continue to use this going forward. I am really impressed with the results!",[],B07GDQPG12,B07GDQPG12,AFSKPY37N3C43SOI5IEXEK5JSIYA,2019-01-15 22:04:03.451,0,False,Roller helps with serum absorption.
5,Nice manicure set for men or women,"This a really cute kit which would make for a great gift for someone. It is in a little leather like pouch and has everything you need to give yourself a quality manicure. The nail clipper is a perfect size and works just as well on a women or man's nails. The file is nice as well (although I still prefer to use emory boards on mine). I actually bought another one of these to give to my son as a stocking stuffer this last Christmas for him to use at college. Just a nice, quality made kit at a reasonable price.",[],B07J3GH1W1,B07J3GH1W1,AFSKPY37N3C43SOI5IEXEK5JSIYA,2019-01-15 21:55:56.557,0,False,Leather pouch holds manicure kit.
5,Great combo pack. Wish I had been using this years ago!,"I love this combo package, particularly the flosser. This makes a great gift package for someone you love, giving them everything they need to keep their mouth/gum health optimal. I have had issues (particularly gums) for the past 5 years. No ones fault but my own for not taking care of my mouth the way I should have all these years. This flosser is great. I fill it with Act Restoring mouthwash and use it after brushing. It amazes me how much stuff this flosser removes with a simple puff of air. Of course, you can purchase both these items separately, but you save in getting them together. Sonicare  makes the best tooth/gum care products on the market bar none!",[],B01M7UMAUG,B01M7UMAUG,AFSKPY37N3C43SOI5IEXEK5JSIYA,2017-10-23 14:57:04.887,0,False,Sonicare combo pack is popular.
3,I just don't get it,"I don't see the fuss with this toothbrush. As was mentioned in other reviews, it is smaller and more lightweight than other rechargeable toothbrushes. But, beyond that, I just don't get i. I stopped using my older Phillips Sonicare to use this for the past two+ weeks. The vibrations on this brush are very small and I find myself pushing the toothbrush into my teeth and scrubbing to be sure they are getting clean. Maybe there is some secret sonic vibration thing going on, but it didn't happen for me. If I didn't actually have to still 'brush my teeth' manually with this electric toothbrush, maybe it would be fine. However, it's not the case. Without manual intervention, my teeth did not feel clean. As an fyi, I stopped using it this morning and went back to my Phillips.",[],B00JMDPK8S,B00JMDPK8S,AFSKPY37N3C43SOI5IEXEK5JSIYA,2014-07-03 15:47:43.000,0,False,Dissatisfied with smaller and weaker vibrations.
5,Five Stars,So many great diverse colors,[],B01ETWL5B2,B01ETWL5B2,AG35BKPUEUMX7LV5YLOQ5YCQ3GOA,2016-10-06 12:17:06.000,0,True,Vibrant colors abound in diversity.
5,You won’t regret this purchase.,"Got my new eyebrows in mail today.  Magically my baby caterpillars grew into gorgeous mama size ones.  Papa caterpillar loved the look.  And the eyebrow pen, tweezers and brow shaper templates were just an extra nice bonus!  Thank you.",[],B07ZJKVVLW,B07ZJKVVLW,AHPUT3ITXCHQJO7OMF74LEMYHIVA,2020-01-09 23:19:44.772,430,True,Eyebrow kit arrived and surprised.
5,nice sized !,i had a small one  that just got destroyed  these wires are much longer and bigger  i expect to live a lot longer than the tiny one i had !,[],B082QX2HP6,B082QX2HP6,AHGAOIZVODNHYMNCBV4DECZH42UQ,2020-03-21 14:04:53.853,0,True,Large batteries last much longer.
3,just ok,its OK  not as good as the  original Wet Brush  just a knock off,[],B077SRDVG9,B077SRDVG9,AHGAOIZVODNHYMNCBV4DECZH42UQ,2018-03-26 19:17:04.726,0,True,Comparable but not as good.
1,not what it claims to do,nothing special  unfortunately i waited too long to return them ....  no results at all  dont waste your money,[],B01AKTGHFW,B01AKTGHFW,AHGAOIZVODNHYMNCBV4DECZH42UQ,2017-07-23 00:15:14.981,0,True,"""Underwhelming experience: completely wasted my time"""
5,Moisturizing and cost efficient,I love the cocoa butter and shea butter. I hear the shea butter up and whip it until it softens.,[],B079SMVSYW,B079SMVSYW,AFGEM6BXCYHUILEOA3P2ZYBEF2TA,2020-10-19 18:03:29.586,0,True,Whipping Shea Butter until soft exists.
2,I'll stick to my 5 blade razor.,"I think I need to stick with my 5 blade razor. This razor is not only difficult to hold & is made of a hard slick plastic with no grippers, but doesn't shave as well as my 5 blade razor. The style is nice, but the functionality is not.",[],B07K8VTT6M,B07K8VTT6M,AGC3Q6IXOVLTTDMS4Q55FPYUF6FQ,2020-05-17 14:00:40.497,0,True,5-blade razor still best option.
2,Ineffective,A total waste of money.  I get better results using a tea bag to alleviate under eye swelling.,[],B083BDVS36,B083BDVS36,AHZ6XMOLEWA67S3TX7IWEXXGWSOA,2021-05-18 16:55:42.148,0,True,Tea bag is better under eye solution.
5,Love!,"Didn’t expect much but got a nice beautiful surprise! These are nothing short of awesome. Stay on your head - no matter how big your noggin is or how much crazy hair you have. I need to buy more - my daughters have taken all!! The price, quantity and quality is nothing short of “ best deal ever”!!!!",[],B07H6YGKVJ,B09FP8PP2K,AH6ZNRRCEEWR6P34CNLQ2LRLUU3Q,2019-09-11 21:07:43.550,0,True,Surprise at excellent product quality.
1,halo hair extensions,"This halo hair extension is simply put, garbage.  Now, you get what you pay for.  And this is a very cheap version.  The faux hair is very shiny and looks literally like bad barbie hair.  It looks WAY better in the photos than in real life.  The color is horrific, in my opinion of course.  The streaks are like paint strips.  And all of that would be one thing - but the worst is that the hair completely fell out!  I had hand fulls of hair strands just trying to put the halo on!  And you might think - well, maybe a little loss is to be expected?  Except this was handfuls and handfuls.  I literally dropped the whole thing right into the trash.  I would say this one is a pass for hair loss alone.  Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 25,000 likes. Bottom line, I pay for all my stuff, just like you do.",[],B0BFR5WF1R,B0BFR5WF1R,AFZUK3MTBIBEDQOPAK3OATUOUKLA,2023-02-08 03:18:53.052,4,True,Bad hair extension product fails permanently.
5,clip rollers,"I purchased these to see if I could set my mom's hair.  She has fine, thin, short hair and I think these could be fun once in a while for a fluffy set.  Mom is 81.  These are super old school - hoping I can do it with a little foam styling product.",[],B00946GD7K,B00946HGLW,AFZUK3MTBIBEDQOPAK3OATUOUKLA,2020-08-08 15:44:00.832,0,True,Setting mom's hair with curlers.
3,replacement filing discs,I purchased the tool for my 80 year old mom because she like to file her own toes and fingers.  This tool makes it so she can.  The thing I don't like?  That you have to purchase ALL four files - the buffing files (2 of the 4) are useless.  So - it would be nice to be able just to purchase the green and blue ones.  The buffing files just go into the trash.,[],B082FLP15V,B082FLP15V,AFZUK3MTBIBEDQOPAK3OATUOUKLA,2020-06-18 04:00:52.671,1,True,Files are a waste of money.
5,They smell good. They are just the right size,I'm a BIG wet nap fan.  Always have been.  They smell good.  They are just the right size.  I carry them every where.  They don't leak like a bottle of hand santizer and fit in any pocket.  1000?  Yeah.  It's alot...but I'm happy to use them freely.  And quit looking for ways to pocket them at a restaurant.  :)  They arrived quickly (I have prime) and in very good shape!,[],B0020MKBNW,B0020MKBNW,AFZUK3MTBIBEDQOPAK3OATUOUKLA,2014-07-22 23:53:19.000,4,True,User likes big wet naps greatly.
5,QUICK RAIN PROTECTION,"Rrain hats are really handy when<br />one doesn't have an umbrella, and<br />easy to carry in a purse or pocket.",[],B00023J4AW,B00023J4AW,AFKNVFEXRGUGJAGMENCOWLVDYVCQ,2020-12-25 22:40:24.878,0,True,Rain hats are handy solutions.
4,Good Product,"Worked out fine.  Just a bit tight, but o.k.",[],B005IYYF5E,B005IYYF5E,AFKNVFEXRGUGJAGMENCOWLVDYVCQ,2017-03-18 23:34:20.000,0,True,Everything worked out perfectly fine.
5,Oil,Works very well,[],B07577WHPQ,B0B96MFXSJ,AHFURURV4H35BXUUTXYMJYA36CTQ,2019-12-30 08:34:08.810,0,True,Product meets high performance standards.
1,Don’t bother,Normally I like NYX products but not this one. It leaves a funny coating on your eyebrows and pushes them down so much they look thinner than they are.<br />Not worth it.,[],B01M5KNSQN,B01M5KNSQN,AFETVW7S5M4LVJ7GTWPCKT7S3YBQ,2022-04-10 23:42:11.604,0,True,NYX product left eyebrows thinner.
2,Not worth it,These fall apart easily...I would not buy again,[],B07KDNK11M,B07KDNK11M,AGF42GID7QWDCNFTJRCTMKAITJJA,2020-12-09 16:46:54.595,1,True,Product failed to meet expectations.
4,Great headbands,These are nice and fit well and the masks loop in the right place to stay on your face,[],B08DLGCYK8,B08DLGCYK8,AGF42GID7QWDCNFTJRCTMKAITJJA,2020-11-25 10:40:01.565,0,True,Face masks fit comfortably well.
5,Really nice quality,These are not what I was expecting. They are super nice quality and can almost be used as ear warmers. Vey thick and plush.  I ordered 3. One for my grand daughter and on for each of my nieces. They love them.,[],B081GCFHPG,B081GCFHPG,AE5DIA2HDWBPNGBO2FXN2PF4NQJA,2021-06-12 01:02:14.108,0,True,Ear warmers of nice soft quality.
5,Nice and natural,"Very natural, light weight and good quality. I use on brides who are not use to lashes but still want a bit of length and definition.",[],B07H8Z3SMK,B07H8Z3SMK,AF2FTNKCY6XY67BKBUO4BNJRZ4XQ,2020-03-23 23:20:52.909,0,True,Natural look for brides.
5,LOVE these!!!,I bought a pack of these and loved themso much I immediately bought another pack. They are perfect all around and the price is great!,[],B08C9LZQN4,B08C9LZQN4,AHEQRHKGEACLR3RSXRQ7TUIXZGSQ,2020-10-25 00:39:46.842,0,True,"Love these products, amazing value found."
5,Nice colors and dries fast,Haven’t worn it very long yet so can’t comment on longevity but looks great and dried pretty fast.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81H68QJM7uL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81H68QJM7uL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81H68QJM7uL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07H281V4V,B07H281V4V,AHW7W34BLHHC4AYM4TPMLA2SWMMA,2020-12-31 17:13:27.770,0,True,Product looks and dries well.
1,waste of money,Plastic does not bend for matching your brows and will not lay against your skin for tinting at all. The shapes included are way too large and do not match the natural brow lines. Total waste of money.,[],B09FF97RHL,B09FF97RHL,AGVVUU3QRQBHNASSGI5YQLPYOI2Q,2022-04-01 14:55:07.536,0,True,Brow kit is poorly designed.
5,Quality,Adorable and hold up just fine,[],B07Y5QX37B,B07Y5QX37B,AGG3LLILZEGKCA4SAS4Q7X2Y7ISQ,2020-02-28 14:44:19.423,0,True,Cute and durable pets excel.
4,Did the job and looked great,"Loved it. The words worked out fine but the single pins broke right out of the package, so I threw them out, but I didn’t buy these for the single pins.",[],B07XYXSYCD,B07XYXSYCD,AGG3LLILZEGKCA4SAS4Q7X2Y7ISQ,2020-02-28 14:43:14.981,0,True,"Used pins, but single pins broke."
3,It does work,Be careful there are 3 similar looking packets in the box. 2 are peels and 1 is a moisture mask.,[],B07NSR3CKR,B07NSR3CKR,AH4O5W3EM4CKQGHMBVTSPCJRYF7Q,2019-06-08 13:04:32.586,0,True,Distinguish between similar looking packets.
5,Great multi pack of bands for a great price,Great multi pack of bands for a great price. They wash well in the laundry and don't lose any elasticity,[],B018T2SNE0,B07CJWG8SP,AH4O5W3EM4CKQGHMBVTSPCJRYF7Q,2017-02-01 13:32:35.000,0,True,Affordable band set with lasting quality.
5,Great for sensitive skin!,"I'm loving this!<br />I've been looking for a great serum for fine lines and have tried many. However my skin can be very sensitive so with many that I've tried, I've found that I wake up with puffier than usual eyes and some have even caused significant flaky dryness. Not this one! Have used nightly for a few weeks now and absolutely no issues. Absorbs quickly, nor burning.",[],B018F28B1Y,B018F28B1Y,AH4O5W3EM4CKQGHMBVTSPCJRYF7Q,2016-11-10 13:14:34.000,2,True,New serum helps sensitive skin.
5,"Great value, stay power is good",Easy to use,[],B01HO1ZB7Y,B01HO1ZB7Y,AFPBVAEV3FCQOHKJJGAKQLZLTCZQ,2019-06-28 16:10:44.885,0,True,User-friendly interface is provided.
5,Nice scent,Use it for my everyday cologne,[],B0040NQBAG,B0040NQBAG,AHSAUHUTLVNKJ72GUIPGI5XZH6ZA,2021-12-30 20:35:26.461,0,True,"I think there may be a problem! The text is very short, and it"
5,Nice gift for a friend,Wife gave them to a friend,[],B00JNI1DZQ,B00JNI1DZQ,AHSAUHUTLVNKJ72GUIPGI5XZH6ZA,2019-09-11 15:51:23.791,0,True,Friend received the wife's gifts
5,Great product,Great product,[],B07T2L6JQR,B07T2L6JQR,AEEM2QIBMUUXEAJIEQH2WT2KNZZA,2022-07-03 18:07:28.888,0,True,The product is excellent.
5,Absolutely beautiful,"These diamond are absolutely beautiful and shine so well. Not cheesy like some of the colored diamonds can, does not look like cheap plastic at all.<br />I would definitely buy again.<br />Follow me on Instagram @theenailgame","[{'small_image_url': 'https://m.media-amazon.com/images/I/A1u4jV10XQL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/A1u4jV10XQL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/A1u4jV10XQL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B095SC4J8T,B095SC4J8T,AH4CGRSYSW5CWLRGQYRZKNJBUPAA,2021-08-17 02:11:43.947,0,True,Diamonds are truly very beautiful.
1,weird sizing.,sizing is all off,[],B087JNH3NC,B087JNH3NC,AH4CGRSYSW5CWLRGQYRZKNJBUPAA,2020-08-31 00:16:44.245,0,True,Clothing proportions are incorrectly sized.
5,So cute,Super cute and great value!,[],B07SQ8193F,B07SQ8193F,AH4CGRSYSW5CWLRGQYRZKNJBUPAA,2020-03-26 08:27:31.700,0,True,Product has great economic value.
2,Not sure what this is but it's rough,This is rough on the skin.  I don't like it.  Not sure what it's supposed to do.,[],B09CQ4PXLN,B09CQ4PXLN,AHATA6X6MYTC3VNBFJ3WIYVK257A,2021-12-31 02:10:17.087,0,False,Product is causing skin irritation.
4,Item does what it's supposed to do,"This mask support works great.  It does what it's supposed to do. It keeps your mask off of your mouth and nose, allowing more airflow.  You mouth and nose are still covered, but the fabric isn't right up against your face.",[],B08DXDLR3P,B08DXDLR3P,AHATA6X6MYTC3VNBFJ3WIYVK257A,2020-08-30 01:45:54.697,0,False,Provides airflow with mask support.
4,"These are easy to use, but take long to put in",my hair is long.  It took a long time to get these put in.  The curls were great. These rollers would be great for someone who wants to sleep in them. I didn't find it worth it to use during the day.<br /><br />Good curlers with no heat.  I prefer my hot rollers.,[],B0875V791H,B0875V791H,AHATA6X6MYTC3VNBFJ3WIYVK257A,2020-07-23 19:48:22.899,0,False,Curlers with no heat are good.
4,I like the angle of this dermaplaning blade,"I do like the angle of this dermaplaning blade, other than that, it's basically a razor.  It preforms just like any other razor blade other than the way you hold it.  I can't say it's something special due to this.  The cleaning brush is great and needs to be used since the hair stays in the blades.",[],B07LBK2YQX,B07LBK2YQX,AHATA6X6MYTC3VNBFJ3WIYVK257A,2019-05-24 00:54:01.786,0,False,Dermaplaning blade functions like regular razor.
4,Deep cleaning as described,"4 stars because it pulled my skin off on the sensitive crease on side of my nose.  Just be careful if you have a tough spot upon removing.  You must rewet it if it is sticking too strongly.  I started on that spot and didn't realize it was tearing my skin.  If you follow the instructions, you should have no problem.",[],B07FX94GYX,B07FX94GYX,AHATA6X6MYTC3VNBFJ3WIYVK257A,2018-10-06 20:01:08.174,0,False,Sensitive skin requires gentle removal.
5,Exactly as described super kawaii!,I really love this blush it's super cute ultra kawaii and I personally am a fan of the changing pictures that it comes with so it's awesome I guess I just wished it was eyeshadow instead the sailor moon one is also cute but too expensive in my opinion and the blush is not a big deal but this item is more like collection stuff but it's really worth it if you want a cute gift or just something really cute to stare at :) /play with for a bit.,[],B08CXFDDV8,B08CXFDDV8,AFA26DYXVLJYTYZ3KET77GE27N2A,2021-04-15 03:00:07.966,1,True,"Love the blush, it's super cute."
5,Such a nice spray mist,"This spray smells amazing, it does claim to be completely natural so I am wondering if it really is since the smell is very well... processed in my opinion, that being said, it does look completely natural it's completely transparent and once you apply it it doesn't feel as sticky as other products I've used before it really gives the hair a very natural look and for having just applied it a few minutes ago my hair feels extremely soft to the touch which gives me a pretty good idea that this is a good hair spray. The presentation is really pretty and looks cute and clean as well. I love it! I just hope it works well in the long run! The only problem I had (completely unrelated to the spray itself) is that they left it at my neighbors door instead.",[],B015RR870U,B015RR870U,AFA26DYXVLJYTYZ3KET77GE27N2A,2020-07-11 06:17:16.479,0,True,Good hair spray with nice packaging.
4,Not 100% sure how safe it is particularly for damaged feet.,Had originally planned on using this for my feet but given I have some cracks it mentioned not to use on cracked or hurt feet because it could sting and other similar side effects. I am not sure whether to use this product or not because it also mentioned that it is possible that it will sting whether or not you have cracks on your feet or anything similar. I am a little worried if I should use this at all. I am gifting this away because I do not want to hurt my feet. I hope it helps someone else.,[],B000OQFVLS,B000OQFVLS,AFA26DYXVLJYTYZ3KET77GE27N2A,2018-10-17 06:15:02.433,0,True,Concerns over foot product side effects.
5,Doing the job!,"Very surprised! I am please with first round on my black, dyed hair. Turned a dark brown! Second round in a couple of days. (Suggest a leave in hair oil from scalp to roots for before and after use) hair is soft after use. Has an odor, but not overwhelming if you cover with disposable hair cap. Easy to use.",[],B00C0YZBJE,B00C0YZBJE,AFLGWVMNAKFSOPJNKKLYHP2F2IMQ,2021-07-12 12:17:55.982,0,True,User likes dark brown hair dye.
4,Hydrating!,"This lip butter is pretty much a lip gloss. I haven't noticed any lip plumping action, but it is hydrating. It smells wonderful! There's a slight pinkish tinge to it, but it's sheer and not very prominent. It doesn't last very long and does transfer.",[],B0B8DCC531,B0B8DZ7H5F,AHV6QCNBJNSGLATP56JAWJ3C4G2A,2022-09-14 13:59:16.007,0,False,Hydrating lip gloss with slight hue.
5,Luxurious!,"I am enjoying this face cream. I find it to be luxurious. It's nice and creamy. The glass jar is very nice. It smells wonderful. It doesn't irritate my sensitive skin. I've been using it at nighttime because it is a heavier cream. I haven't noticed any miraculous results, but I am a regular user of anti-aging products, so I like to think that this is just continuing what's already going on.",[],B0B4JP5YD9,B0B4JP5YD9,AHV6QCNBJNSGLATP56JAWJ3C4G2A,2022-08-13 19:10:31.321,0,False,Enjoying face cream with luxurious texture.
4,Good Way to Use a Face Oil,"This is a good way to use a face oil. Normally I skip facial oils because I don't like the way they feel on my face. This one is mixed with a cream, so it doesn't leave your face feeling greasy or oily after applying it. It has a pleasant scent. It isn't sticky though it does leave behind a little tackiness, but that disappears quickly. I'm not really sure what it's supposed to do. I like it. It's definitely hydrating. I do think the descriptions are pretty vague. It doesn't bother my sensitive skin, which is always a plus.",[],B0B4JPGX8P,B0B4JPGX8P,AHV6QCNBJNSGLATP56JAWJ3C4G2A,2022-08-13 19:07:52.640,0,False,Helpful information on face oil product.
